,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
2563,Hyundai i20 Asta (o),2014,525000,54000,Petrol,Dealer,Manual,Second Owner,Hyundai
2569,Hyundai i20 Asta 1.2,2014,475000,23122,Petrol,Dealer,Manual,Second Owner,Hyundai
2576,Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner,Chevrolet
2581,Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,Volkswagen
2584,Mahindra Scorpio SLE BSIV,2014,550000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
2585,Maruti Swift 1.3 VXI ABS,2006,95000,110000,Petrol,Individual,Manual,Third Owner,Maruti
2586,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,725000,90000,Diesel,Individual,Manual,Second Owner,Toyota
2587,Tata Tigor 1.2 Revotron XZ Option,2019,670000,17000,Petrol,Individual,Manual,First Owner,Tata
2588,Maruti Alto LX,2008,65000,140000,Petrol,Individual,Manual,First Owner,Maruti
2589,Mahindra Xylo D4,2015,500000,50000,Diesel,Individual,Manual,Second Owner,Mahindra
2590,Mahindra KUV 100 mFALCON G80 K8 5str,2017,600000,53000,Petrol,Individual,Manual,First Owner,Mahindra
2591,Maruti Wagon R VXI Optional,2017,350000,70000,Petrol,Individual,Manual,Second Owner,Maruti
2592,Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet
2594,Hyundai EON Sportz,2012,150000,80000,Petrol,Individual,Manual,First Owner,Hyundai
2595,Maruti Zen D PS,2003,75000,110000,Diesel,Individual,Manual,Second Owner,Maruti
2596,Honda Amaze EX i-Dtech,2013,350000,90000,Diesel,Individual,Manual,Second Owner,Honda
2597,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,1700000,15000,Diesel,Individual,Manual,First Owner,Toyota
2598,BMW X1 sDrive20d,2011,890000,86000,Diesel,Individual,Automatic,Second Owner,BMW
2599,Mahindra Scorpio M2DI,2014,500000,120000,Diesel,Individual,Manual,First Owner,Mahindra
2600,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,600000,5200,Petrol,Individual,Manual,First Owner,Hyundai
2601,Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet
2602,Hyundai i10 Era 1.1 iTech SE,2011,235000,46000,Petrol,Individual,Manual,First Owner,Hyundai
2603,Tata Indigo GLX,2006,75000,40000,Petrol,Individual,Manual,Second Owner,Tata
2604,Honda City i DTEC VX,2014,600000,90000,Diesel,Individual,Manual,Second Owner,Honda
2605,Hyundai Verna CRDi 1.6 SX,2019,1000000,25000,Diesel,Individual,Manual,Second Owner,Hyundai
2606,Hyundai Verna 1.6 SX,2012,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai
2607,Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner,Volkswagen
2608,Hyundai i20 1.2 Spotz,2017,600000,70000,Petrol,Individual,Manual,Second Owner,Hyundai
2609,Hyundai Elite i20 Magna Plus Diesel,2019,730000,35000,Diesel,Individual,Manual,Second Owner,Hyundai
2610,Hyundai Grand i10 1.2 Kappa Magna AT,2017,450000,12700,Petrol,Individual,Automatic,First Owner,Hyundai
2611,Maruti Ritz LDi,2011,250000,80000,Diesel,Individual,Manual,First Owner,Maruti
2612,Mahindra XUV500 W10 2WD,2018,1400000,20000,Diesel,Individual,Manual,First Owner,Mahindra
2613,Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner,Renault
2614,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner,Ford
2615,Fiat Grande Punto Active (Diesel),2009,125000,95000,Diesel,Individual,Manual,Second Owner,Fiat
2618,Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner,Volkswagen
2619,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner,Ford
2620,Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner,Chevrolet
2621,Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner,Chevrolet
2622,Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,Ford
2623,Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,Ford
2624,Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner,Ford
2625,Hyundai EON 1.0 Kappa Magna Plus,2015,170000,80000,Petrol,Individual,Manual,Second Owner,Hyundai
2626,Tata Tiago 2019-2020 XZ,2019,450000,12000,Petrol,Individual,Manual,First Owner,Tata
2627,Maruti Swift ZXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,Maruti
2628,Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,Chevrolet
2629,Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner,Chevrolet
2630,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner,Ford
2631,Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner,Volkswagen
2632,Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner,Ford
2633,Mahindra XUV500 W8 2WD,2013,650000,102989,Diesel,Dealer,Manual,First Owner,Mahindra
2634,Honda City 1.5 E MT,2010,400000,50000,Petrol,Individual,Manual,First Owner,Honda
2635,Maruti Zen VXI,2000,100000,120000,Petrol,Individual,Manual,First Owner,Maruti
2636,Maruti Swift Dzire VDI,2014,409999,90000,Diesel,Individual,Manual,First Owner,Maruti
2637,Maruti Swift VDI BSIV,2018,640000,25000,Diesel,Individual,Manual,First Owner,Maruti
2638,Maruti Wagon R LXI Minor,2007,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti
2640,Maruti Baleno Zeta 1.3,2018,750000,70000,Diesel,Individual,Manual,First Owner,Maruti
2641,Mahindra Jeep MM 550 XDB,2002,150000,50000,Diesel,Individual,Manual,Third Owner,Mahindra
2642,Maruti Alto STD,2008,80000,100000,Petrol,Individual,Manual,Second Owner,Maruti
2643,Maruti Celerio VDi,2016,240000,90000,Diesel,Individual,Manual,Third Owner,Maruti
2644,Maruti Esteem Lxi,2005,60000,60000,Petrol,Individual,Manual,Third Owner,Maruti
2645,Maruti Alto LX,2007,70000,120000,Petrol,Individual,Manual,Third Owner,Maruti
2646,Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner,Volkswagen
2647,Maruti Swift VDI BSIV,2015,350000,60000,Diesel,Individual,Manual,Second Owner,Maruti
2648,Hyundai i20 Active 1.4 SX with AVN,2015,699000,30000,Diesel,Individual,Manual,Second Owner,Hyundai
2649,Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner,Ford
2650,Hyundai i20 1.4 CRDi Magna,2012,350000,160000,Diesel,Individual,Manual,Second Owner,Hyundai
2651,Maruti Alto LXi BSIII,2006,135000,90000,Petrol,Individual,Manual,Third Owner,Maruti
2652,Mahindra Xylo E4 8S,2010,325000,120000,Diesel,Individual,Manual,Third Owner,Mahindra
2653,Mahindra XUV500 W8 2WD,2012,650000,102000,Diesel,Individual,Manual,Second Owner,Mahindra
2654,Mahindra Bolero SLE,2009,300000,178000,Diesel,Individual,Manual,Second Owner,Mahindra
2655,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1200000,200000,Diesel,Individual,Manual,Second Owner,Toyota
2656,Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner,Ford
2657,Tata Tiago 1.2 Revotron XE,2019,425000,3000,Petrol,Individual,Manual,First Owner,Tata
2658,Maruti Alto LXi,2006,150000,75118,Petrol,Individual,Manual,Second Owner,Maruti
2659,Maruti Ritz LDi,2013,290000,140000,Diesel,Individual,Manual,Second Owner,Maruti
2660,Hyundai Xcent 1.2 Kappa Base,2014,335000,60000,Petrol,Individual,Manual,Second Owner,Hyundai
2661,Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner,Chevrolet
2662,Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner,Ford
2666,Tata Indigo LS,2012,220000,70000,Diesel,Individual,Manual,Second Owner,Tata
2667,Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner,Ford
2668,Maruti Swift VDI BSIV,2016,620000,70000,Diesel,Individual,Manual,First Owner,Maruti
2669,Maruti Swift Dzire LDIX Limited Edition,2014,425000,100000,Diesel,Individual,Manual,Second Owner,Maruti
2670,Tata Indica Vista Aqua 1.3 Quadrajet,2009,85000,120000,Diesel,Individual,Manual,Second Owner,Tata
2671,Maruti Swift 1.3 DLX,2015,270000,40000,Diesel,Individual,Manual,Second Owner,Maruti
2672,Maruti Swift Vdi BSIII,2009,180000,220000,Diesel,Individual,Manual,First Owner,Maruti
2676,Mahindra KUV 100 mFALCON G80 K2,2017,450000,30000,Petrol,Individual,Manual,First Owner,Mahindra
2677,Tata New Safari DICOR 2.2 VX 4x4,2012,450000,42655,Diesel,Individual,Manual,First Owner,Tata
2678,Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner,Renault
2679,Toyota Innova 2.5 VX 8 STR BSIV,2012,725000,70000,Diesel,Individual,Manual,First Owner,Toyota
2680,Hyundai i20 Magna,2010,250000,55000,Petrol,Individual,Manual,First Owner,Hyundai
2681,Fiat Punto 1.3 Active,2010,99000,80000,Diesel,Individual,Manual,Second Owner,Fiat
2682,Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner,Renault
2683,Hyundai Xcent 1.2 VTVT E Plus,2018,511000,70000,Petrol,Individual,Manual,First Owner,Hyundai
2684,Maruti Ritz VDi,2012,300000,80000,Diesel,Individual,Manual,First Owner,Maruti
2685,Audi Q5 2.0 TFSI Quattro,2010,1100000,110000,Petrol,Individual,Automatic,First Owner,Audi
2686,Hyundai i10 Sportz 1.2,2010,125000,60000,Petrol,Individual,Manual,Third Owner,Hyundai
2687,Tata Tiago 1.2 Revotron XZ,2018,500000,30000,Petrol,Individual,Manual,First Owner,Tata
2688,Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner,Renault
2689,Skoda Rapid 1.6 MPI Elegance,2012,350000,90000,Petrol,Individual,Manual,First Owner,Skoda
2690,Maruti 800 Std BSIII,2003,60000,50000,Petrol,Individual,Manual,First Owner,Maruti
2691,Hyundai Santro Xing GLS,2012,300000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2692,Hyundai i20 1.4 CRDi Asta,2012,400000,70000,Diesel,Individual,Manual,First Owner,Hyundai
2693,Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner,Ford
2694,Nissan Sunny XL,2012,300000,80000,Petrol,Individual,Manual,Second Owner,Nissan
2695,Maruti Swift VDI,2012,250000,156000,Diesel,Individual,Manual,First Owner,Maruti
2696,Toyota Innova 2.5 GX 7 STR,2012,800000,180000,Diesel,Individual,Manual,First Owner,Toyota
2697,Maruti Eeco 5 Seater AC BSIV,2018,300000,25000,Petrol,Individual,Manual,First Owner,Maruti
2698,Maruti Alto LX,2004,80000,120000,Petrol,Individual,Manual,First Owner,Maruti
2699,Mahindra Scorpio S5 BSIV,2020,1200000,11000,Diesel,Individual,Manual,First Owner,Mahindra
2700,Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner,Renault
2701,Maruti Swift Dzire VDI,2015,520000,50000,Diesel,Individual,Manual,First Owner,Maruti
2702,Hyundai Verna 1.6 CRDI,2012,500000,26000,Diesel,Individual,Manual,First Owner,Hyundai
2703,Maruti Alto LXi,2008,114999,30000,Petrol,Individual,Manual,First Owner,Maruti
2704,Toyota Fortuner 4x2 Manual,2014,1800000,50000,Diesel,Individual,Manual,First Owner,Toyota
2705,Mahindra TUV 300 T6 Plus,2018,800000,20000,Diesel,Individual,Manual,First Owner,Mahindra
2706,Maruti Alto LXi BSIII,2008,105000,30000,Petrol,Individual,Manual,Second Owner,Maruti
2707,Maruti Alto LXi,2011,135000,78000,Petrol,Individual,Manual,First Owner,Maruti
2708,Maruti Wagon R VXI BS IV,2011,170000,40000,Petrol,Individual,Manual,Second Owner,Maruti
2709,Hyundai Verna 1.6 SX VTVT,2014,550000,100000,Petrol,Individual,Manual,First Owner,Hyundai
2710,Honda City 1.5 V MT,2009,250000,70000,Petrol,Individual,Manual,Third Owner,Honda
2711,Hyundai Elantra CRDi SX,2014,650000,30000,Diesel,Individual,Manual,Second Owner,Hyundai
2712,Honda City 1.5 V AT Exclusive,2008,210000,77000,Petrol,Individual,Automatic,Third Owner,Honda
2713,Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner,Volkswagen
2714,Maruti Swift Dzire ZDI,2016,750000,69000,Diesel,Individual,Manual,First Owner,Maruti
2715,Toyota Innova Crysta 2.8 GX AT BSIV,2016,1350000,120000,Diesel,Individual,Automatic,First Owner,Toyota
2716,Maruti Ritz VDi,2012,220000,120000,Diesel,Individual,Manual,Second Owner,Maruti
2717,Hyundai Getz 1.3 GLS,2008,110000,110000,Petrol,Individual,Manual,Second Owner,Hyundai
2718,Mahindra XUV500 AT W8 FWD,2017,1230000,70000,Diesel,Individual,Automatic,First Owner,Mahindra
2719,Mahindra Quanto C6,2013,220000,110000,Diesel,Individual,Manual,First Owner,Mahindra
2720,Tata Indigo LX Dicor,2009,130000,50000,Diesel,Individual,Manual,First Owner,Tata
2721,Hyundai i20 1.2 Magna,2012,330000,44000,Petrol,Individual,Manual,First Owner,Hyundai
2722,Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner,Honda
2723,Hyundai Verna 1.6 SX VTVT (O),2014,600000,50000,Petrol,Individual,Manual,Second Owner,Hyundai
2724,Hyundai i10 Magna,2012,210000,50000,Petrol,Individual,Manual,First Owner,Hyundai
2725,Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner,Chevrolet
2726,Tata Tiago 1.2 Revotron XTA,2018,426000,15000,Petrol,Individual,Automatic,First Owner,Tata
2727,Maruti Alto K10 VXI,2015,265000,60000,Petrol,Individual,Manual,First Owner,Maruti
2728,Hyundai Xcent 1.2 Kappa SX,2016,450000,35000,Petrol,Individual,Manual,Second Owner,Hyundai
2729,Hyundai Verna 1.6 SX,2012,480000,80000,Diesel,Individual,Manual,First Owner,Hyundai
2730,Tata Nano Lx,2010,40000,90000,Petrol,Individual,Manual,First Owner,Tata
2731,Honda City 1.5 S MT,2011,395000,70000,Petrol,Individual,Manual,Second Owner,Honda
2732,Maruti Wagon R VXI BS IV,2013,229999,62000,Petrol,Individual,Manual,Second Owner,Maruti
2733,Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner,Ford
2734,Maruti Eeco 5 STR With AC Plus HTR CNG,2010,170000,80000,CNG,Individual,Manual,Fourth & Above Owner,Maruti
2735,Hyundai i20 Sportz 1.2,2015,500000,35000,Petrol,Individual,Manual,Second Owner,Hyundai
2755,Maruti Ignis 1.2 Sigma BSIV,2019,450000,40000,Petrol,Individual,Manual,First Owner,Maruti
2757,Maruti Ertiga VDI,2012,550000,120000,Diesel,Individual,Manual,Third Owner,Maruti
2758,Tata Manza Aura Safire BS IV,2013,200000,60000,Petrol,Individual,Manual,First Owner,Tata
2759,Tata Indica GLS BS IV,2008,80000,90000,Petrol,Individual,Manual,Second Owner,Tata
2760,Tata New Safari DICOR 2.2 EX 4x2,2010,300000,250000,Diesel,Individual,Manual,Second Owner,Tata
2761,Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner,Ford
2762,Maruti Eeco 7 Seater Standard BSIV,2017,260000,30000,Petrol,Individual,Manual,First Owner,Maruti
2766,Maruti Wagon R LXI,2001,70000,117000,Petrol,Individual,Manual,Second Owner,Maruti
2767,Maruti Alto LX,2004,100000,70000,Petrol,Individual,Manual,First Owner,Maruti
2768,Toyota Innova 2.5 VX (Diesel) 7 Seater,2012,730000,110000,Diesel,Individual,Manual,Second Owner,Toyota
2769,Nissan Terrano XL 85 PS,2016,525000,100000,Diesel,Individual,Manual,Second Owner,Nissan
2770,Nissan Terrano XL 85 PS,2016,525000,105000,Diesel,Individual,Manual,Second Owner,Nissan
2771,Toyota Innova 2.5 V Diesel 7-seater,2009,550000,182000,Diesel,Individual,Manual,Third Owner,Toyota
2772,Toyota Corolla Altis Diesel D4DJ,2012,420000,95000,Diesel,Individual,Manual,Second Owner,Toyota
2773,Honda Amaze SX i-VTEC,2015,500000,70000,Petrol,Individual,Manual,First Owner,Honda
2774,Maruti Wagon R LXI Minor,2009,165000,76000,Petrol,Individual,Manual,Second Owner,Maruti
2775,Hyundai Verna 1.6 SX,2014,650000,70000,Diesel,Individual,Manual,Second Owner,Hyundai
2776,Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner,Chevrolet
2777,Maruti Zen LX,1999,75000,70000,Petrol,Individual,Manual,First Owner,Maruti
2780,Maruti Esteem Lxi - BSIII,2006,90000,90000,Petrol,Individual,Manual,First Owner,Maruti
2781,Hyundai Xcent 1.1 CRDi Base,2016,515000,50000,Diesel,Individual,Manual,First Owner,Hyundai
2782,Honda Jazz 1.5 VX i DTEC,2017,700000,24585,Diesel,Dealer,Manual,Test Drive Car,Honda
2783,Maruti Zen LX,2001,62000,70000,Petrol,Individual,Manual,First Owner,Maruti
2784,Toyota Etios GD SP,2011,220000,110000,Diesel,Individual,Manual,Third Owner,Toyota
2785,Hyundai Santro Magna CNG BSIV,2019,520000,10000,CNG,Individual,Manual,First Owner,Hyundai
2786,Fiat Linea Emotion,2010,170000,100000,Petrol,Individual,Manual,First Owner,Fiat
2787,Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner,Ford
2788,Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner,Ford
2789,Maruti Zen Estilo LXI BS IV,2009,125000,65000,Petrol,Individual,Manual,First Owner,Maruti
2790,Honda Amaze EX i-Dtech,2015,290000,40000,Diesel,Individual,Manual,Third Owner,Honda
2791,Maruti Celerio X ZXI BSIV,2019,490000,13900,Petrol,Individual,Manual,First Owner,Maruti
2792,Tata Tigor 1.2 Revotron XZ Option,2017,434999,17563,Petrol,Individual,Manual,First Owner,Tata
2793,Tata Zest Revotron 1.2T XE,2016,380000,15000,Petrol,Individual,Manual,First Owner,Tata
2794,Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner,Volkswagen
2795,Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner,Ford
2796,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,894999,173000,Diesel,Individual,Manual,Third Owner,Toyota
2797,Mahindra XUV500 W6 2WD,2014,600000,151000,Diesel,Individual,Manual,Second Owner,Mahindra
2798,Honda Brio S MT,2015,300000,50000,Petrol,Individual,Manual,First Owner,Honda
2799,Honda Amaze E i-VTEC,2017,430000,15000,Petrol,Individual,Manual,First Owner,Honda
2800,Honda Amaze E i-DTEC,2017,370000,80000,Diesel,Individual,Manual,First Owner,Honda
2801,Maruti Baleno Zeta 1.2,2019,750000,11000,Petrol,Individual,Manual,First Owner,Maruti
2802,Maruti Alto K10 LXI CNG Optional,2016,300000,50000,CNG,Individual,Manual,First Owner,Maruti
2803,BMW X1 sDrive20d,2012,700000,120000,Diesel,Individual,Automatic,Second Owner,BMW
2804,Maruti Wagon R LXI DUO BSIII,2007,100000,70000,LPG,Individual,Manual,Third Owner,Maruti
2805,Hyundai Grand i10 Sportz,2015,300000,90000,Petrol,Individual,Manual,First Owner,Hyundai
2806,Tata Indica Vista Quadrajet VX,2012,130000,185000,Diesel,Individual,Manual,Second Owner,Tata
2807,Hyundai i20 Asta Option 1.4 CRDi,2016,650000,40000,Diesel,Individual,Manual,First Owner,Hyundai
2808,Maruti Swift VDI BSIV,2017,509999,25000,Diesel,Individual,Manual,First Owner,Maruti
2809,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,1000000,117780,Diesel,Individual,Manual,Second Owner,Toyota
2810,Hyundai Verna CRDi SX,2010,280000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
2811,Maruti Swift DDiS VDI,2017,600000,120000,Diesel,Individual,Manual,First Owner,Maruti
2812,Skoda Rapid 1.6 TDI Ambition,2013,210000,120000,Diesel,Individual,Manual,Third Owner,Skoda
2813,Audi Q3 2.0 TDI Quattro Premium Plus,2014,1150000,110000,Diesel,Individual,Automatic,Second Owner,Audi
2815,Hyundai EON Magna Plus,2018,245000,30000,Petrol,Individual,Manual,First Owner,Hyundai
2817,Hyundai Grand i10 Sportz,2016,375000,25000,Petrol,Individual,Manual,First Owner,Hyundai
2818,Mahindra Scorpio 1.99 S10,2015,150000,55000,Diesel,Individual,Manual,Second Owner,Mahindra
2819,Mahindra XUV500 W10 2WD,2018,1450000,20000,Diesel,Individual,Manual,First Owner,Mahindra
2820,Maruti Ertiga VDI,2014,500000,100000,Diesel,Individual,Manual,Second Owner,Maruti
2821,Maruti Alto LXi,2007,75000,40000,Petrol,Individual,Manual,Second Owner,Maruti
2822,Hyundai Sonata AT Leather,2006,225000,80000,Petrol,Individual,Automatic,Third Owner,Hyundai
2823,Hyundai Sonata 2.4L AT,2006,275000,80000,Petrol,Individual,Automatic,Fourth & Above Owner,Hyundai
2824,Mahindra Bolero Power Plus SLX,2018,620000,35000,Diesel,Individual,Manual,First Owner,Mahindra
2825,Nissan X-Trail SLX MT,2010,600000,110000,Diesel,Individual,Manual,Second Owner,Nissan
2826,Mahindra Xylo E8 ABS Airbag BSIV,2011,275000,160000,Diesel,Individual,Manual,First Owner,Mahindra
2827,Tata Indigo TDI,2013,125000,125000,Diesel,Individual,Manual,First Owner,Tata
2828,Tata Indigo GLS,2011,80000,62000,Petrol,Individual,Manual,Second Owner,Tata
2829,Nissan Micra Diesel XV,2011,199000,120000,Diesel,Individual,Manual,Second Owner,Nissan
2830,Nissan Micra XL,2016,440000,33000,Petrol,Individual,Manual,Second Owner,Nissan
2831,Maruti Swift Dzire LDI,2013,250000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti
2832,Hyundai i20 1.4 Sportz,2017,700000,35000,Diesel,Individual,Manual,First Owner,Hyundai
2833,Hyundai Grand i10 CRDi Asta Option,2015,450000,50000,Diesel,Individual,Manual,First Owner,Hyundai
2834,Maruti Alto 800 Std Optional,2019,240000,5000,Petrol,Individual,Manual,First Owner,Maruti
